comment_id,author,author_channel_id,text,like_count,published_at,updated_at,cleaned_text,original_length,cleaned_length,sentiment_label,sentiment_confidence,sentiment_prediction,prob_negative,prob_neutral,prob_positive,manual_correction
UgwVsNFXunSeYLsZd_Z4AaABAg,@tizmondi8846,UCRA2DGZRTrWyoxf7jJlpTzg,Houston abbiamo un problema 😂,0,2025-04-14T06:01:57Z,2025-04-14T06:01:57Z,Houston abbiamo un problema,29,27,Neutral,0.8351964354515076,1,0.09559918940067291,0.8351964354515076,0.06920436769723892,False
Ugyo-ELhLHFu42CO_VZ4AaABAg,@enricotor,UCesgN20WwGJ3_RD9qlCS6RQ,Please help me I'm stuck on descaling mode and this idiotic video didn't help at all,0,2025-04-12T15:34:44Z,2025-04-12T15:34:44Z,Please help me I'm stuck on descaling mode and this idiotic video didn't help at all,84,84,Negative,0.9414928555488586,0,0.9414928555488586,0.052698589861392975,0.005808572750538588,False
UgwJFuP-xOykHHTWpKF4AaABAg,@enricotor,UCesgN20WwGJ3_RD9qlCS6RQ,"Why TF would you say ""your machine is now ready to be used"" and proceed to give more instructions on finishing the descaling??? Did a baboon make this video or what",1,2025-04-12T15:30:11Z,2025-04-12T22:19:28Z,"Why TF would you say ""your machine is now ready to be used"" and proceed to give more instructions on finishing the descaling??? Did a baboon make this video or what",164,164,Negative,0.7753698229789734,0,0.7753698229789734,0.21332305669784546,0.01130713988095522,False
Ugwt2tfGzTKszv4fLCh4AaABAg,@enricotor,UCesgN20WwGJ3_RD9qlCS6RQ,Jesus that's so unnecessary!!!,0,2025-04-12T15:24:57Z,2025-04-12T15:24:57Z,Jesus that's so unnecessary!!!,30,30,Negative,0.9283588528633118,0,0.9283588528633118,0.060654282569885254,0.01098689530044794,False
Ugxy9gOVE8lJLietAFx4AaABAg,@Albosacnut,UC-BGQs0FfJYLqYDJRMJWznA,This video just made instant great again !!,2,2025-04-04T21:58:30Z,2025-04-04T21:58:30Z,This video just made instant great again !!,43,43,Positive,0.9857454299926758,2,0.0029567398596554995,0.011297774501144886,0.9857454299926758,False
Ugyot49DeSqdvS18Mid4AaABAg,@MarianoEnUSA,UCZtw_MvpvQ3eKo3u9sbVPjA,DONT BUY THIS MACHINE! ITS GARBAGE!,0,2025-04-02T23:31:53Z,2025-04-02T23:31:53Z,DONT BUY THIS MACHINE! ITS GARBAGE!,35,35,Negative,0.9406653642654419,0,0.9406653642654419,0.05020487681031227,0.009129730984568596,False
Ugxk7ixWoQw0pv05K0R4AaABAg,@louisvanstaden9538,UCnGXhNgKR0K7olgttp_rDYA,"This is so unnecessarily complicated. For something that needs to be done fairly regularly, just create a proper command or button for it. Not user centric at all.",0,2025-03-27T07:40:56Z,2025-03-27T11:20:09Z,"This is so unnecessarily complicated. For something that needs to be done fairly regularly, just create a proper command or button for it. Not user centric at all.",163,163,Negative,0.7830716371536255,0,0.7830716371536255,0.19715912640094757,0.019769303500652313,False
Ugz83pZgP2j4T74i-zR4AaABAg,@edmend55,UCj-2Xq-3-QK63Eepizp5Ixg,"Whilst descaling,  my pop machine just went pop! It's broken! 😢. I followed the instructions exactly! It finished all its water and the instructions never said to add any more, so I didn't.... then POP! 😢 
How infuriating! 🤬",0,2025-03-26T22:25:15Z,2025-03-26T22:25:15Z,"Whilst descaling, my pop machine just went pop! It's broken! . I followed the instructions exactly! It finished all its water and the instructions never said to add any more, so I didn't.... then POP! How infuriating!",224,217,Negative,0.9393516182899475,0,0.9393516182899475,0.05278781056404114,0.007860631681978703,False
UgxSZrl4xV-d1iAmaQh4AaABAg,@RichieParamotor,UCgm1Tqnz-w8tEMNOwHK-z9w,"It’s such a long video for a descale , make it more simple with a descale button !",0,2025-03-26T15:02:48Z,2025-03-26T15:02:48Z,"It’s such a long video for a descale , make it more simple with a descale button !",82,82,Negative,0.5692787170410156,0,0.5692787170410156,0.35731637477874756,0.07340490818023682,True
Ugz9Cc1L6K-6sRdjbXl4AaABAg,@ralphdecaro1430,UCTPFHNCk7TcP6dXfEVwXfEg,I followed the directions to get to descale mode and it doesn't work. Quick flashing yellow then close paddle and push button does nothing but make it look for a pod thinking it's brewing. Dumbass design.,0,2025-03-25T21:12:22Z,2025-03-25T21:12:22Z,I followed the directions to get to descale mode and it doesn't work. Quick flashing yellow then close paddle and push button does nothing but make it look for a pod thinking it's brewing. Dumbass design.,204,204,Negative,0.8885574340820312,0,0.8885574340820312,0.10321783274412155,0.008224716410040855,False
UgwNO72WxdG8kReBi9l4AaABAg,@albayanwlbrhan,UCC4UkLVZBVldThsFMZJTfjw,Proud to announce I’ve been accepted into an elite university program specializing in Nespresso machine cleaning. It’s only 8 years long. Graduation in 2033 — assuming I pass Descaling 401.,2,2025-03-25T07:52:29Z,2025-03-25T07:52:29Z,Proud to announce I’ve been accepted into an elite university program specializing in Nespresso machine cleaning. It’s only 8 years long. Graduation in 2033 — assuming I pass Descaling 401.,189,189,Positive,0.9849843978881836,2,0.0019308336777612567,0.013084793463349342,0.9849843978881836,False
UgygUu9dFRVWS3Gs2VR4AaABAg,@chanelh1972,UCkuKn0uwMLcj_soJQjIiH0g,"This is the most ridiculous way to descale any machine ever. I never thought having one button would over complicate my life, not simplify it. The lock unlock lock unlock step is absolutely unnecessary and I’m wasting pods for no reason.",0,2025-03-19T13:29:43Z,2025-03-19T13:29:43Z,"This is the most ridiculous way to descale any machine ever. I never thought having one button would over complicate my life, not simplify it. The lock unlock lock unlock step is absolutely unnecessary and I’m wasting pods for no reason.",237,237,Negative,0.9347137212753296,0,0.9347137212753296,0.056150171905756,0.009136097505688667,False
UgxsLSHkTM2sfPC76tt4AaABAg,@IvoryRoseCottage,UCfqU_U93va-oWzlks59uAKw,"If you mess up too many times, unplug the machine and start again ugh",0,2025-03-19T12:09:37Z,2025-03-19T12:09:37Z,"If you mess up too many times, unplug the machine and start again ugh",69,69,Negative,0.8752529621124268,0,0.8752529621124268,0.11658020317554474,0.008166829124093056,False
Ugz4NmzYlgs0HgGV6sR4AaABAg,@Marcman1234,UCh_r18cjWG4vDgG1HYmHNqg,Right when you think you’re done they hit you with “To empty the system of your machine”,0,2025-03-18T01:52:38Z,2025-03-18T01:52:38Z,Right when you think you’re done they hit you with “To empty the system of your machine”,88,88,Negative,0.6322884559631348,0,0.6322884559631348,0.34153440594673157,0.026177169755101204,True
Ugy1Y96D3hBM43XqGjh4AaABAg,@KacaKasalo,UCwr0K1vu16j-lwfOo-q65KA,Unbelievably complicated for a simple coffe mashine.,0,2025-03-15T10:21:04Z,2025-03-15T10:21:04Z,Unbelievably complicated for a simple coffe mashine.,52,52,Negative,0.7040256261825562,0,0.7040256261825562,0.261647492647171,0.03432688117027283,False
Ugwf6x7QYEkeX2J3YtR4AaABAg,@dreiandreia,UConw5ejFV8eDi3KSEdz9O1Q,How do you know when it needs descaling ? And how often?,0,2025-03-10T15:13:10Z,2025-03-10T15:13:10Z,How do you know when it needs descaling ? And how often?,56,56,Neutral,0.88010573387146,1,0.09906549006700516,0.88010573387146,0.020828763023018837,False
UgyJoR07o7dbdK_zsTR4AaABAg,@Fafafa3579,UC-4JDfdJS61WCLtMM3wBbJw,"For crying out loud, just add a friggin’ descaling button!! Instead of making me a guinea pig for machine’s R&D!",0,2025-03-05T11:42:18Z,2025-03-05T11:42:18Z,"For crying out loud, just add a friggin’ descaling button!! Instead of making me a guinea pig for machine’s R&D!",112,112,Negative,0.8375343680381775,0,0.8375343680381775,0.13065804541110992,0.03180756792426109,False
UgwJPvkJdE1XzasyIR54AaABAg,@susang5387,UC0wvlE0122qKxcB-FmwQIoQ,Some of the earlier comments were ignorant and mean to Mathew. Majority agree this is overly complicated so haters and humiliators - stand down,0,2025-03-02T18:08:12Z,2025-03-02T18:08:12Z,Some of the earlier comments were ignorant and mean to Mathew. Majority agree this is overly complicated so haters and humiliators - stand down,143,143,Negative,0.8818076252937317,0,0.8818076252937317,0.11150744557380676,0.006684866268187761,False
UgxTv6QLP7XmtW5PniR4AaABAg,@newyork21741,UC4P_AQb-q_hfKe1nW6_Ck7Q,"I just finished descaling my Vertuo Pop machine. Used regular 1/4 cup 5% acidity white vinegar for full water tank instead of Nespresso descaling chemicals. However, followed all the instructions. It makes more sense if u follow the instructions while u doing it like if u cleaning/descaling or emptying whatever ur machine needs. U can see how much dirt/coffee grounds  will come out while descaling ur machine. After descaling & rinsing were done, I removed all the parts of coffee machine again, washed and left them for drying completely. Also unplugged coffee machine, wiped with clean cloth where I can reach. Left it open like for next couple hours. Believe me ur machine will thank u for that and u will also enjoy that fresh/tasty coffee taste. 
Update after 2.5 hours: My coffee tastes amazing. No taste of vinegar at all or that weird taste before descaling. The process is super easy, highly recommend doing it every 5-6 weeks at least. Just follow the instructions along while u doing it.",13,2025-03-01T16:27:54Z,2025-03-01T22:08:48Z,"I just finished descaling my Vertuo Pop machine. Used regular 1/4 cup 5% acidity white vinegar for full water tank instead of Nespresso descaling chemicals. However, followed all the instructions. It makes more sense if u follow the instructions while u doing it like if u cleaning/descaling or emptying whatever ur machine needs. U can see how much dirt/coffee grounds will come out while descaling ur machine. After descaling & rinsing were done, I removed all the parts of coffee machine again, washed and left them for drying completely. Also unplugged coffee machine, wiped with clean cloth where I can reach. Left it open like for next couple hours. Believe me ur machine will thank u for that and u will also enjoy that fresh/tasty coffee taste. Update after 2.5 hours: My coffee tastes amazing. No taste of vinegar at all or that weird taste before descaling. The process is super easy, highly recommend doing it every 5-6 weeks at least. Just follow the instructions along while u doing it.",1001,999,Neutral,0.6479454636573792,1,0.06513262540102005,0.6479454636573792,0.2869218587875366,False
Ugwssy4I7xVUa1WObDp4AaABAg,@ahmeda4730,UCztlDF_nMktIqG0YkDxZ57A,This is the most complicated instruction video I’ve ever watched,1,2025-02-14T11:28:34Z,2025-02-14T11:28:34Z,This is the most complicated instruction video I’ve ever watched,64,64,Negative,0.9063749313354492,0,0.9063749313354492,0.0794355571269989,0.01418942492455244,False
UgyeyaLw_yj6QOAum9Z4AaABAg,@StevenVega-w2z,UC5WMcNRhqTYAzZBJEvMgArw,Is this the Kurzgesagt guy?,0,2025-02-10T16:44:32Z,2025-02-10T16:44:32Z,Is this the Kurzgesagt guy?,27,27,Neutral,0.935421884059906,1,0.038007188588380814,0.935421884059906,0.026570934802293777,False
Ugwducj9RNF7UJbWPm14AaABAg,@MiauTheWorld,UCx1_CiuyfSfTfdFhWwXA8-w,Hold on... Is this Kurzgesagt voice? 🤔🤔,0,2025-02-09T20:14:11Z,2025-02-09T20:14:11Z,Hold on... Is this Kurzgesagt voice?,39,36,Neutral,0.9117249250411987,1,0.0562007911503315,0.9117249250411987,0.032074205577373505,False
UgyoxTBq7zCet_9nel94AaABAg,@stephensquizzato7632,UCM1_IyBWHmjH5b0yA1iFqnw,"Overly complicated, Nespresso!  Jumping to descaling segment, why do I have to press the button for 7 seconds, twice, to make sure no pods in chamber...REDUNDANT...I'm descaling, not making coffee.  How dumb do you think consumers are?  Following these redundant steps will make you dumb.",1,2025-02-04T17:35:53Z,2025-02-04T17:36:44Z,"Overly complicated, Nespresso! Jumping to descaling segment, why do I have to press the button for 7 seconds, twice, to make sure no pods in chamber...REDUNDANT...I'm descaling, not making coffee. How dumb do you think consumers are? Following these redundant steps will make you dumb.",288,285,Negative,0.8192915320396423,0,0.8192915320396423,0.16446159780025482,0.016246873885393143,False
UgyyYR05ZrRE3437cAR4AaABAg,@Tom-zq3fm,UC3jvFpvv8v59czL23w1jAIw,Things like this absolutely baffle me. Multi-million pound successful global brand and you cant just put the simplest instructions up for cleanining the machine. Really confusing video and it takes an unaffiliated youtube user to explain the video and process properly in the comments. Madness,1,2025-02-02T15:44:52Z,2025-02-02T15:44:52Z,Things like this absolutely baffle me. Multi-million pound successful global brand and you cant just put the simplest instructions up for cleanining the machine. Really confusing video and it takes an unaffiliated youtube user to explain the video and process properly in the comments. Madness,293,293,Negative,0.8836063742637634,0,0.8836063742637634,0.10748482495546341,0.008908847346901894,False
UgxFw9JG_tq9H2T-8JR4AaABAg,@averymunro1749,UCO8qjRd_BLRyKdTRkhZy7cQ,These little machines are so smart!! Love then,0,2025-02-02T12:03:45Z,2025-02-02T12:03:45Z,These little machines are so smart!! Love then,46,46,Positive,0.9800997376441956,2,0.006264734547585249,0.013635578565299511,0.9800997376441956,False
Ugxx55KvPM6SUcmBlUt4AaABAg,@amaliacruz8174,UCIuXxnWA6eL7_PBBCU3aGsA,This is not working on my vertuo.  This is ridiculous!,0,2025-01-22T23:05:09Z,2025-01-22T23:05:09Z,This is not working on my vertuo. This is ridiculous!,54,53,Negative,0.9149633049964905,0,0.9149633049964905,0.07341418415307999,0.0116225341334939,False
UgxgHXz3bWmSEPl3i2N4AaABAg,@tannthomp,UCCSXRjWiA8EptKkWzbUTfoQ,Hmmm followed the descaling instructions to the tee and it didn’t do anything.,0,2025-01-22T16:53:43Z,2025-01-22T16:53:43Z,Hmmm followed the descaling instructions to the tee and it didn’t do anything.,78,78,Negative,0.4938984215259552,1,0.48782873153686523,0.4938984215259552,0.018272796645760536,True
UgyBFW0yFMbklEIqGuV4AaABAg,@LaurelCash-h6n,UCcM1vp_smEMdpHYAQFqw7cQ,Just put a cleaning descaling button…geez.,2,2025-01-22T15:18:23Z,2025-01-22T15:18:23Z,Just put a cleaning descaling button…geez.,42,42,Negative,0.5126198530197144,1,0.39109718799591064,0.5126198530197144,0.09628289937973022,True
UgyfjfPPjOiXeVhnve54AaABAg,@6P6F,UCp9xvMbKMs9NaPaa5xO68LA,"Bro, what?",0,2025-01-20T16:51:12Z,2025-01-20T16:51:12Z,"Bro, what?",10,10,Negative,0.5602948665618896,0,0.5602948665618896,0.41024813055992126,0.029456937685608864,True
UgzqyPfuprksACHYIbp4AaABAg,@Athina-h6n,UC8F6yf79IcdQwOoRblTia6Q,"Thank god Nespresso doesn’t produce cars, we would never get at our jobs on time!!!",1,2025-01-16T09:48:45Z,2025-01-16T09:49:20Z,"Thank god Nespresso doesn’t produce cars, we would never get at our jobs on time!!!",83,83,Negative,0.8009002208709717,0,0.8009002208709717,0.14281243085861206,0.05628734081983566,False
UgwZx7-Hk-NoNahGU_p4AaABAg,@zozozzzoya,UCJZmT7EKGm1InZM5ayy5Bzg,K… k… kurzgesagd?.. That was unexpected 😁,0,2025-01-15T16:33:47Z,2025-01-15T16:33:47Z,K… k… kurzgesagd?.. That was unexpected,41,39,Neutral,0.6896466016769409,1,0.25858134031295776,0.6896466016769409,0.051772069185972214,True
UgzVF3U0unXtNDMVwWJ4AaABAg,@kamineko3203,UCIkZOteCIUlvtedwKTY2nIw,I'm more concerned about the warnings on the descaling agent.  Are we sure after one rinse there are no remnants of chemicals left behind???  I ran a clean cycle just to be sure.😊,1,2025-01-15T15:46:22Z,2025-01-15T15:46:22Z,I'm more concerned about the warnings on the descaling agent. Are we sure after one rinse there are no remnants of chemicals left behind??? I ran a clean cycle just to be sure.,179,176,Negative,0.5917375683784485,0,0.5917375683784485,0.38885122537612915,0.019411182031035423,True
UgwoZYiS3on6CU6oGwZ4AaABAg,@jacquie43410,UCYEQR_dZrPg2NWmSwvSIEzg,I've just watched it on my days pass the valium 😂,0,2025-01-13T09:42:06Z,2025-01-13T09:42:06Z,I've just watched it on my days pass the valium,49,47,Neutral,0.7972766160964966,1,0.008874445222318172,0.7972766160964966,0.19384892284870148,False
Ugxjxb0PsVg-XffxYFp4AaABAg,@juanenriquerodriguezdiaz7074,UCAh_-Aqp3EK9Y1zgFL3YYdQ,Useless video,0,2025-01-12T15:31:48Z,2025-01-12T15:31:48Z,Useless video,13,13,Negative,0.8608741164207458,0,0.8608741164207458,0.11797259002923965,0.02115332894027233,False
Ugxv9hJCVbPcjnsfqSh4AaABAg,@rhan88,UCwy_VxbPkN9ok-E2d6_Y8vQ,Maybe I should just get a new machine.,0,2025-01-11T21:42:21Z,2025-01-11T21:42:21Z,Maybe I should just get a new machine.,38,38,Negative,0.6553903222084045,1,0.2641463279724121,0.6553903222084045,0.08046333491802216,True
UgyRTsp-oYIXnM93gc54AaABAg,@fathimahamza3163,UC2TFDGvNfN3WHM1mfIkQsXg,Hey! Thank you so much for your great tutorial. It works well. I cleaned it now with your help. Thanks a lot❤,0,2025-01-10T23:21:07Z,2025-01-10T23:21:07Z,Hey! Thank you so much for your great tutorial. It works well. I cleaned it now with your help. Thanks a lot,109,108,Positive,0.9839471578598022,2,0.004306192509829998,0.011746703647077084,0.9839471578598022,False
Ugz7XNTu95ydJpiy1LN4AaABAg,@KeoniGlory,UCxa09Z04_6xfS374Akrym9w,FATALITY 😤😤😤,0,2025-01-10T13:52:05Z,2025-01-10T13:52:05Z,FATALITY,12,8,Neutral,0.6311305165290833,1,0.16307732462882996,0.6311305165290833,0.20579220354557037,True
UgzyX7h-fJoEBgfUxst4AaABAg,@Meryem.Khati.95,UCbbuqRu7umwzGBniBIcb0fA,Do we need to run the cleaning and emptying procedures ones a day? I cannot find this info anywhere,0,2025-01-09T15:16:50Z,2025-01-09T15:16:50Z,Do we need to run the cleaning and emptying procedures ones a day? I cannot find this info anywhere,99,99,Neutral,0.7000498175621033,1,0.28431403636932373,0.7000498175621033,0.015636125579476357,False
Ugx_M8q84Q3oNFuUoxJ4AaABAg,@BlackGypoMagic,UCg5gIp-7qx3ARyHF_AMlgkg,My machine exploded after following these instructions,0,2025-01-08T01:38:36Z,2025-01-08T01:38:36Z,My machine exploded after following these instructions,54,54,Negative,0.8189554214477539,0,0.8189554214477539,0.15317469835281372,0.027869906276464462,False
UgyiPNcZa8IHC3BGuSx4AaABAg,@Al3x_RAIDER,UCfknB_wc0g-Kl92HdHOkgXg,"Its 2025, its time to add a descaling button, cleaning button and a emptying  button.",0,2025-01-07T11:52:50Z,2025-01-07T11:52:50Z,"Its 2025, its time to add a descaling button, cleaning button and a emptying button.",85,84,Neutral,0.7200270295143127,1,0.08120743930339813,0.7200270295143127,0.19876553118228912,False
UgxfCt_6qhEwgOHf0sh4AaABAg,@depthsowned,UCSUZSFwXvEw0EZNQL_xTp1A,"Its actually easier just to buy another machine,  someone elses. 
What a 5hitshow.",0,2025-01-05T14:58:33Z,2025-01-05T14:58:33Z,"Its actually easier just to buy another machine, someone elses. What a 5hitshow.",82,80,Negative,0.884804904460907,0,0.884804904460907,0.10258474946022034,0.012610260397195816,False
Ugynlg7lbQ85VQF_mM54AaABAg,@elioderfio,UCic69DNBl95zsBr-AnJ6vIQ,Il est infernal ce système !!!,1,2025-01-05T08:44:05Z,2025-01-05T08:44:05Z,Il est infernal ce système !!!,30,30,Negative,0.6204766035079956,0,0.6204766035079956,0.32756519317626953,0.05195815861225128,True
UgxaEHndQPzWp743lsh4AaABAg,@nicorchard3559,UC_MYNF-moZ665rtAz3jYIUQ,Great enjoyment from the comments.  It seems they designed the machine then had to retrofit some sort of cleaning and descaling process.  The clever bit was hiding the methos away until purchases were done and dusted.,3,2025-01-04T14:31:29Z,2025-01-04T14:31:29Z,Great enjoyment from the comments. It seems they designed the machine then had to retrofit some sort of cleaning and descaling process. The clever bit was hiding the methos away until purchases were done and dusted.,217,215,Positive,0.8929482698440552,2,0.015320977196097374,0.09173073619604111,0.8929482698440552,False
UgwtXW7WOSpTATRXudJ4AaABAg,@clarksuperman75,UCN_t6Y3YobzfOviP8TYmcPg,For me I had to press the button 3 times quickly for both the descaling and rinsing,0,2025-01-03T11:52:39Z,2025-01-03T11:52:39Z,For me I had to press the button 3 times quickly for both the descaling and rinsing,83,83,Neutral,0.7988910675048828,1,0.04075811058282852,0.7988910675048828,0.16035078465938568,False
UgzmHGHxtl1SGun4nGF4AaABAg,@ss45247,UCU7pQwp0x1i_GUNIqNcMYBA,The puzzles on Hogwarts Legacy were easier to crack than this 😢,1,2025-01-01T08:15:54Z,2025-01-01T08:15:54Z,The puzzles on Hogwarts Legacy were easier to crack than this,63,61,Negative,0.48659998178482056,1,0.20207694172859192,0.48659998178482056,0.3113231062889099,True
Ugzzprr2_QkSohL53nB4AaABAg,@farscape319,UC-h4TQD9Vp8vdO4RPrQqsXA,question is it worth buying?,0,2025-01-01T02:08:42Z,2025-01-01T02:08:42Z,question is it worth buying?,28,28,Neutral,0.8475592136383057,1,0.09158643335103989,0.8475592136383057,0.060854360461235046,False
UgzZYIM26EeQYrhDMBZ4AaABAg,@helsonalves1040,UC_yJzDtm1NgEcM_vIwfOqeQ,Great! I'm Helson Alves from Rio de Janeiro -Brazil.,0,2024-12-27T17:59:59Z,2024-12-27T17:59:59Z,Great! I'm Helson Alves from Rio de Janeiro -Brazil.,52,52,Positive,0.9416383504867554,2,0.0019312376389279962,0.05643043667078018,0.9416383504867554,False
UgwvpqWCVcHZZDIl7Cp4AaABAg,@miap,UCf2mH05Zu6SyeX3USPmaqtg,How many times a year do you need to do this?,0,2024-12-26T07:35:30Z,2024-12-26T07:35:30Z,How many times a year do you need to do this?,45,45,Neutral,0.6229283809661865,1,0.3516472280025482,0.6229283809661865,0.025424329563975334,True
UgxAMgjdrdMVrad6tax4AaABAg,@DA-ep8dk,UCYvour4s1NS4qabnOzCmFkw,It’s taken me around half an hour just to get the water to start flowing!,0,2024-12-22T07:35:28Z,2024-12-22T07:35:28Z,It’s taken me around half an hour just to get the water to start flowing!,73,73,Neutral,0.6449103355407715,1,0.20577731728553772,0.6449103355407715,0.14931230247020721,True
Ugzgp048SqS1tDNb31h4AaABAg,@himticks,UCxeQhSIrKGItlVPNGCqnspg,Why did it take 6 tries to press that damn button 3 times within 2 seconds? It just kept trying to brew,0,2024-12-12T17:07:45Z,2024-12-12T17:07:45Z,Why did it take 6 tries to press that damn button 3 times within 2 seconds? It just kept trying to brew,103,103,Negative,0.8978728652000427,0,0.8978728652000427,0.09441575407981873,0.007711379788815975,False
Ugz2r5KjAoqnYxjRtNh4AaABAg,@cristinah7534,UCXnJn9_L27dS055pc-QpCAw,The user manual guidelines have nothing to do with reality. Long lasting process..,0,2024-12-08T19:39:58Z,2024-12-08T19:39:58Z,The user manual guidelines have nothing to do with reality. Long lasting process..,82,82,Negative,0.5938644409179688,0,0.5938644409179688,0.382029265165329,0.02410632185637951,True
Ugwez_qzJb0huKo5f5h4AaABAg,@warusawa,UC3NQRBjY_V1YJKPvJ8Au08Q,"Shame on you. I haven't even brewed 100 capsules yet it is fuxxcg blinking non-stop. Descaling process does not work
 what a nightmare..",0,2024-12-07T04:56:58Z,2024-12-07T05:03:14Z,Shame on you. I haven't even brewed 100 capsules yet it is fuxxcg blinking non-stop. Descaling process does not work what a nightmare..,136,135,Negative,0.9509508013725281,0,0.9509508013725281,0.04370146617293358,0.005347751546651125,False
